;Proposições;Autor;Apresentaç
3140;PL 3676/2012;Eliseu Padilha - PMDB/RS;12/04/2012
3141;PL 1202/2019;Fábio Trad - PSD/MS;27/02/2019
3142;PL 5579/2013;Rosane Ferreira - PV/PR;15/05/2013
3143;PL 11271/2018;Rogério Marinho - PSDB/RN;20/12/2018
3144;PL 4612/2019;Bibo Nunes - PSL/RS;21/08/2019
3145;PL 1527/2011;Tiririca - PR/SP;07/06/2011
3146;PL 2514/2019;Rejane Dias - PT/PI;24/04/2019
3147;PL 1137/2019;Guilherme Derrite - PP/SP;26/02/2019
3148;PL 4268/2019;David Soares - DEM/SP;06/08/2019
3149;PL 3832/2015;Senado Federal - Eduardo Amorim - PSC/SE;02/12/2015
3150;PL 5442/2013;Leonardo Picciani - PMDB/RJ;24/04/2013
3151;PL 5825/2013;Salvador Zimbaldi - PDT/SP;25/06/2013
3152;PL 1026/2019;Rejane Dias - PT/PI;21/02/2019
3153;PL 3615/2012;Padre João - PT/MG;03/04/2012
3154;PL 6315/2013;"Keiko Ota - PSB/SP;Capitão Augusto - PR/SP";10/09/2013
3155;PL 1728/2019;Marlon Santos - PDT/RS;26/03/2019
3156;PL 10942/2018;Renata Abreu - PODE/SP;06/11/2018
3157;PL 11005/2018;Giovani Cherini - PR/RS;21/11/2018
3158;PL 4558/2019;Marreca Filho - PATRIOTA/MA;19/08/2019
3159;PL 9762/2018;"Ivan Valente - PSOL/SP; Chico Alencar - PSOL/RJ; Jean Wyllys - PSOL/RJ e outros";14/03/2018
3160;PL 4221/2015;Marcelo Belinati - PP/PR;22/12/2015
3161;PL 5237/2016;Alceu Moreira - PMDB/RS;10/05/2016
3162;PL 10397/2018;Sergio Vidigal - PDT/ES;12/06/2018
3163;PL 1796/2019;Julian Lemos - PSL/PB;27/03/2019
3164;PL 1562/2019;Edna Henrique - PSDB/PB;19/03/2019
3165;PL 5021/2016;Major Olimpio - SD/SP;14/04/2016
3166;PL 3588/2019;Luiz Lima - PSL/RJ;18/06/2019
3167;PL 2072/2019;Rodrigo Agostinho - PSB/SP;04/04/2019
3168;PL 3652/2019;Raimundo Costa - PL/BA;19/06/2019
3169;PL 7552/2017;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";03/05/2017
3170;PL 6642/2016;Alexandre Leite - DEM/SP;07/12/2016
3171;PL 6527/2016;Helder Salomão - PT/ES;22/11/2016
3172;PL 5663/2013;Ivan Valente - PSOL/SP;28/05/2013
3173;PL 2901/2015;Marx Beltrão - PMDB/AL;03/09/2015
3174;PL 11061/2018;Danilo Cabral - PSB/PE;27/11/2018
3175;PL 364/2019;Alceu Moreira - MDB/RS;05/02/2019
3176;PL 5377/2019;Francisco Jr. - PSD/GO;03/10/2019
3177;PL 10723/2018;Helder Salomão - PT/ES;13/08/2018
3178;PL 9891/2018;Eliziane Gama - PPS/MA;27/03/2018
3179;PL 3572/2012;Aline Corrêa - PP/SP;29/03/2012
3180;PL 3718/2019;Marx Beltrão - PSD/AL;25/06/2019
3181;PL 4622/2016;Carlos Henrique Gaguim - PMB/TO;03/03/2016
3182;PL 8063/2014;Pastor Marco Feliciano - PSC/SP;04/11/2014
3183;PL 8717/2017;Marco Antônio Cabral - PMDB/RJ;27/09/2017
3184;PLP 522/2018;Hildo Rocha - MDB/MA;18/06/2018
3185;PL 5642/2016;Marx Beltrão - PMDB/AL;21/06/2016
3186;PL 3220/2012;Sueli Vidigal - PDT/ES;15/02/2012
3187;PL 1939/2011;Diego Andrade - PR/MG;03/08/2011
3188;PL 1380/2011;Onofre Santo Agostini - DEM/SC;18/05/2011
3189;PL 787/2011;Jorge Tadeu Mudalen - DEM/SP;22/03/2011
3190;PL 1616/2011;Sueli Vidigal - PDT/ES;15/06/2011
3191;PL 1046/2015;Vicentinho Júnior - PSB/TO;07/04/2015
3192;PL 4462/2019;Lincoln Portela - PL/MG;14/08/2019
3193;PL 4179/2019;Roberto de Lucena - PODE/SP;02/08/2019
3194;PL 2454/2019;André de Paula - PSD/PE;23/04/2019
3195;PL 3052/2019;Pastor Gildenemyr - PMN/MA;22/05/2019
3196;PL 193/2019;Roberto de Lucena - PODE/SP;04/02/2019
3197;PL 7010/2010;Rogério Marinho - PSDB/RN;23/03/2010
3198;PLP 72/2019;"Renata Abreu - PODE/SP;José Nelto - PODE/GO";19/03/2019
3199;PLP 119/2019;Roberto de Lucena - PODE/SP;25/04/2019
3200;PL 3581/2019;Eduardo Bismarck - PDT/CE;17/06/2019
3201;PL 3970/2019;Coronel Tadeu - PSL/SP;09/07/2019
3202;PL 3550/2019;Nereu Crispim - PSL/RS;17/06/2019
3203;PL 4413/2019;Dr. Jaziel - PL/CE;13/08/2019
3204;PL 4416/2019;Ossesio Silva - PRB/PE;13/08/2019
3205;PL 4477/2019;Mariana Carvalho - PSDB/RO;14/08/2019
3206;PL 4504/2019;Pinheirinho - PP/MG;14/08/2019
3207;PL 4947/2016;Delegado Waldir - PR/GO;07/04/2016
3208;PL 9340/2017;Raimundo Gomes de Matos - PSDB/CE;13/12/2017
3209;PL 2223/2019;Pastor Sargento Isidório - AVANTE/BA;10/04/2019
3210;PL 5946/2016;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";09/08/2016
3211;PLP 78/2015;Hélio Leite - DEM/PA;12/05/2015
3212;PL 4624/2019;Evandro Roman - PSD/PR;21/08/2019
3213;PL 4398/2019;Felipe Rigoni - PSB/ES;13/08/2019
3214;PLP 253/2016;Bilac Pinto - PR/MG;22/03/2016
3215;PLP 3/2019;José Nelto - PODE/GO;04/02/2019
3216;PL 356/2015;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";11/02/2015
3217;PL 3944/2012;"Jandira Feghali - PCdoB/RJ; José Linhares - PP/CE; Dr. Paulo César - PSD/RJ e outros";24/05/2012
3218;PL 540/2019;Carlos Chiodini - MDB/SC;06/02/2019
3219;PL 9920/2018;Felipe Bornier - PROS/RJ;03/04/2018
3220;PLP 452/2014;"Sandro Mabel - PMDB/GO;Arthur Oliveira Maia - SD/BA";18/12/2014
3221;PL 2627/2019;Roberto de Lucena - PODE/SP;07/05/2019
3222;PL 4332/2019;Capitão Alberto Neto - PRB/AM;07/08/2019
3223;PL 7375/2017;Fábio Sousa - PSDB/GO;10/04/2017
3224;PL 3248/2015;Sergio Vidigal - PDT/ES;07/10/2015
3225;PL 6108/2016;Francisco Chapadinha - PTN/PA;12/09/2016
3226;PL 2781/2019;Juninho do Pneu - DEM/RJ;09/05/2019
3227;PL 5824/2013;Geraldo Resende - PMDB/MS;25/06/2013
3228;PL 4093/2019;Marcelo Freixo - PSOL/RJ;12/07/2019
3229;PL 7940/2017;Evair Vieira de Melo - PV/ES;27/06/2017
3230;PL 5431/2016;Jerônimo Goergen - PP/RS;31/05/2016
3231;PL 710/2011;Weliton Prado - PT/MG;15/03/2011
3232;PL 5788/2013;"Dr. Jorge Silva - PDT/ES;Sergio Vidigal - PDT/ES";18/06/2013
3233;PL 4167/2019;Roberto de Lucena - PODE/SP;02/08/2019
3234;PL 3792/2019;Professora Rosa Neide - PT/MT;02/07/2019
3235;PL 4746/2012;Rodrigo Maia - DEM/RJ;21/11/2012
3236;PL 3631/2019;Dr. Luiz Ovando - PSL/MS;18/06/2019
3237;PL 3608/2019;Ossesio Silva - PRB/PE;18/06/2019
3238;PL 3651/2019;Frei Anastacio Ribeiro - PT/PB;19/06/2019
3239;PL 3685/2019;Charles Fernandes - PSD/BA;25/06/2019
3240;PL 3663/2019;Bosco Costa - PL/SE;19/06/2019
3241;PL 3852/2019;"Professora Dorinha Seabra Rezende - DEM/TO; Iracema Portella - PP/PI; Aureo Ribeiro - SOLIDARI/RJ e outros";03/07/2019
3242;PL 4058/2019;Lucas Gonzalez - NOVO/MG;11/07/2019
3243;PL 3873/2019;Talíria Petrone - PSOL/RJ;03/07/2019
3244;PL 4060/2019;José Medeiros - PODE/MT;11/07/2019
3245;PL 4123/2019;Hildo Rocha - MDB/MA;16/07/2019
3246;PLP 180/2019;Marcos Aurélio Sampaio - MDB/PI;12/07/2019
3247;PLP 179/2019;Edio Lopes - PL/RR;09/07/2019
3248;PL 3664/2019;Helio Lopes - PSL/RJ;19/06/2019
3249;PL 7349/2014;Benedita da Silva - PT/RJ;02/04/2014
3250;PL 3802/2015;Goulart - PSD/SP;01/12/2015
3251;PL 6420/2016;Alceu Moreira - PMDB/RS;26/10/2016
3252;PL 3905/2019;Aj Albuquerque - PP/CE;04/07/2019
3253;PL 1513/2019;Carlos Veras - PT/PE;14/03/2019
3254;PL 428/2019;Rubens Bueno - PPS/PR;05/02/2019
3255;PL 1520/2019;"Igor Timo - PODE/MG;Roberto de Lucena - PODE/SP";15/03/2019
3256;PLP 99/2019;Jhonatan de Jesus - PRB/RR;10/04/2019
3257;PL 2135/2019;Boca Aberta - PROS/PR;09/04/2019
3258;PL 2201/2019;Marreca Filho - PATRI/MA;10/04/2019
3259;PL 1781/2019;David Soares - DEM/SP;27/03/2019
3260;PL 1848/2019;Carmen Zanotto - PPS/SC;28/03/2019
3261;PL 1843/2019;Igor Kannário - PHS/BA;28/03/2019
3262;PL 2614/2019;João Daniel - PT/SE;07/05/2019
3263;PL 2422/2019;Pedro Lucas Fernandes - PTB/MA;22/04/2019
3264;PL 2271/2019;Lafayette de Andrada - PRB/MG;12/04/2019
3265;PL 2482/2019;Edna Henrique - PSDB/PB;23/04/2019
3266;PL 2516/2019;Felipe Carreras - PSB/PE;24/04/2019
3267;PL 2791/2019;"Zé Silva - SOLIDARI/MG; Leonardo Monteiro - PT/MG; Gilberto Abramo - PRB/MG e outros";09/05/2019
3268;PL 2809/2019;Sanderson - PSL/RS;09/05/2019
3269;PL 2811/2019;Sanderson - PSL/RS;09/05/2019
3270;PL 3055/2019;Daniel Silveira - PSL/RJ;22/05/2019
3271;PL 2987/2019;Dr. Zacharias Calil - DEM/GO;21/05/2019
3272;PL 3244/2019;Liziane Bayer - PSB/RS;30/05/2019
3273;PL 3247/2019;Luiz Lima - PSL/RJ;30/05/2019
3274;PL 3566/2019;Zé Vitor - PL/MG;17/06/2019
3275;PL 3571/2019;Helio Lopes - PSL/RJ;17/06/2019
3276;PL 3383/2019;Frei Anastacio Ribeiro - PT/PB;06/06/2019
3277;PL 3338/2019;Rodrigo Agostinho - PSB/SP;05/06/2019
3278;PL 3625/2019;Célio Studart - PV/CE;18/06/2019
3279;PL 9937/2018;Senado Federal - Ronaldo Caiado - DEM/GO;03/04/2018
3280;PL 2526/2019;Eduardo Costa - PTB/PA;25/04/2019
3281;PL 4266/2012;Giovani Cherini - PDT/RS;07/08/2012
3282;PL 434/2011;Walter Tosta - PMN/MG;16/02/2011
3283;PL 2106/2015;Capitão Augusto - PR/SP;25/06/2015
3284;PLP 292/2016;Sibá Machado - PT/AC;14/06/2016
3285;PL 3439/2015;Pastor Eurico - PSB/PE;28/10/2015
3286;PL 9189/2017;Shéridan - PSDB/RR;28/11/2017
3287;PL 1134/2019;Amaro Neto - PRB/ES;26/02/2019
3288;PL 5043/2013;Alexandre Roso - PSB/RS;26/02/2013
3289;PL 6836/2013;Dr. Paulo César - PR/RJ;27/11/2013
3290;PL 735/2015;Baleia Rossi - PMDB/SP;12/03/2015
3291;PL 10498/2018;Professor Victório Galli - PSL/MT;27/06/2018
3292;PL 7561/2010;Guilherme Campos - DEM/SP;29/06/2010
3293;PL 8208/2014;Paulo Magalhães - PSD/BA;09/12/2014
3294;PL 9325/2017;Pollyana Gama - PPS/SP;13/12/2017
3295;PL 4809/2016;Moema Gramacho - PT/BA;23/03/2016
3296;PL 5721/2013;Ricardo Izar - PSD/SP;06/06/2013
3297;PL 4753/2012;Benedita da Silva - PT/RJ;22/11/2012
3298;PL 287/2015;Paulo Magalhães - PSD/BA;10/02/2015
3299;PL 9300/2017;Eduardo Cury - PSDB/SP;11/12/2017
3300;PL 9281/2017;Senado Federal - Roberto Muniz - PP/BA;06/12/2017
3301;PL 6917/2017;Aureo - SD/RJ;15/02/2017
3302;PL 2872/2019;Denis Bezerra - PSB/CE;14/05/2019
3303;PL 1637/2019;Delegado Waldir - PSL/GO;20/03/2019
3304;PL 1553/2015;Pompeo de Mattos - PDT/RS;14/05/2015
3305;PL 3070/2015;Givaldo Vieira - PT/ES;22/09/2015
3306;PL 9661/2018;Vitor Valim - PMDB/CE;28/02/2018
3307;PL 9322/2017;Yeda Crusius - PSDB/RS;13/12/2017
3308;PLP 554/2010;Poder Executivo;22/02/2010
3309;PL 9740/2018;Jefferson Campos - PSD/SP;08/03/2018
3310;PL 4212/2015;Marcelo Belinati - PP/PR;22/12/2015
3311;PL 5608/2013;Rogério Carvalho - PT/SE;21/05/2013
3312;PL 6434/2013;Rodrigo Maia - DEM/RJ;25/09/2013
3313;PL 1740/2019;Felipe Rigoni - PSB/ES;26/03/2019
3314;PL 2033/2019;Hiran Gonçalves - PP/RR;03/04/2019
3315;PL 6918/2017;"Glauber Braga - PSOL/RJ;Wadih Damous - PT/RJ";15/02/2017
3316;PL 358/2011;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";10/02/2011
3317;PL 1546/2015;Ronaldo Benedet - PMDB/SC;14/05/2015
3318;PL 11116/2018;Jaime Martins - PROS/MG;04/12/2018
3319;PL 10552/2018;Felipe Carreras - PSB/PE;10/07/2018
3320;PL 5218/2016;Rômulo Gouveia - PSD/PB;10/05/2016
3321;PL 6042/2016;João Daniel - PT/SE;24/08/2016
3322;PLP 115/2019;Sergio Toledo - PR/AL;24/04/2019
3323;PL 6833/2017;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";07/02/2017
3324;PLP 421/2017;Herculano Passos - PSD/SP;14/09/2017
3325;PL 5610/2016;Rômulo Gouveia - PSD/PB;15/06/2016
3326;PL 27/2015;Jô Moraes - PCdoB/MG;02/02/2015
3327;PL 548/2015;Alice Portugal - PCdoB/BA;03/03/2015
3328;PL 8030/2010;Edmar Moreira - PR/MG;15/12/2010
3329;PL 9421/2017;Mariana Carvalho - PSDB/RO;19/12/2017
3330;PL 7211/2017;Aureo - SD/RJ;23/03/2017
3331;PL 7686/2010;Jofran Frejat - PR/DF;03/08/2010
3332;PL 4030/2015;Marcelo Belinati - PP/PR;15/12/2015
3333;PL 1186/2015;Lobbe Neto - PSDB/SP;16/04/2015
3334;PL 4953/2016;Subtenente Gonzaga - PDT/MG;07/04/2016
3335;PL 5978/2016;Simão Sessim - PP/RJ;10/08/2016
3336;PL 11144/2018;Flávia Morais - PDT/GO;05/12/2018
3337;PL 3882/2012;Paulo Abi-Ackel - PSDB/MG;16/05/2012
3338;PL 6892/2013;Takayama - PSC/PR;04/12/2013
3339;PL 6839/2013;João Rodrigues - PSD/SC;27/11/2013
3340;PL 10802/2018;Irmão Lazaro - PSC/BA;04/09/2018
3341;PL 95/2015;Alceu Moreira - PMDB/RS;03/02/2015
3342;PL 10567/2018;João Campos - PRB/GO;11/07/2018
3343;PL 1428/2019;Daniel Silveira - PSL/RJ;13/03/2019
3344;PL 2595/2019;Tabata Amaral - PDT/SP;30/04/2019
3345;PL 152/2015;Félix Mendonça Júnior;03/02/2015
3346;PL 277/2019;Rubens Otoni;04/02/2019
3347;PL 7315/2014;Luiz de Deus - DEM/BA;27/03/2014
3348;PL 2681/2019;Sanderson - PSL/RS;08/05/2019
3349;PLP 393/2014;Rogério Carvalho - PT/SE;13/05/2014
3350;PLP 555/2010;Poder Executivo;22/02/2010
3351;PL 11017/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
3352;PL 7013/2017;Cabo Sabino - PR/CE;07/03/2017
3353;PL 1680/2011;Walney Rocha - PTB/RJ;28/06/2011
3354;PL 2439/2015;CPI - VIOLÊNCIA CONTRA JOVENS NEGROS E POBRES;16/07/2015
3355;PL 3214/2019;Edna Henrique - PSDB/PB;29/05/2019
3356;PL 422/2011;Lincoln Portela - PR/MG;16/02/2011
3357;PL 10125/2018;Celso Russomanno - PRB/SP;25/04/2018
3358;PL 684/2015;Heuler Cruvinel - PSD/GO;11/03/2015
3359;PL 1423/2015;Eli Corrêa Filho - DEM/SP;06/05/2015
3360;PL 1289/2019;"Sâmia Bomfim - PSOL/SP; David Miranda - PSOL/RJ; Fernanda Melchionna - PSOL/RS";12/03/2019
3361;PL 1064/2019;José Medeiros - PODE/MT;22/02/2019
3362;PL 4735/2016;Alberto Fraga - DEM/DF;15/03/2016
3363;PLP 402/2017;Renata Abreu - PODE/SP;08/08/2017
3364;PL 1085/2019;Vinicius Farah - MDB/RJ;25/02/2019
3365;PL 6157/2016;Beto Salame - PP/PA;14/09/2016
3366;PL 11159/2018;Carlos Henrique Gaguim - DEM/TO;11/12/2018
3367;PL 6764/2013;DIREITOS HUMANOS E MINORIAS;14/11/2013
3368;PL 7658/2017;Francisco Floriano - DEM/RJ;17/05/2017
3369;PL 2997/2011;Aguinaldo Ribeiro - PP/PB;15/12/2011
3370;PL 2589/2015;Pr. Marco Feliciano - PSC/SP;11/08/2015
3371;PL 6985/2017;Roberto de Lucena - PV/SP;21/02/2017
3372;PL 10897/2018;Heitor Schuch - PSB/RS;18/10/2018
3373;PL 8727/2017;Antonio Carlos Mendes Thame - PV/SP;28/09/2017
3374;PL 83/2015;Pompeo de Mattos - PDT/RS;02/02/2015
3375;PL 893/2019;Vinicius Farah - MDB/RJ;19/02/2019
3376;PL 743/2019;Ricardo Teobaldo - PODE/PE;13/02/2019
3377;PL 1102/2019;Marcelo Moraes - PTB/RS;25/02/2019
3378;PL 3206/2012;Onofre Santo Agostini - PSD/SC;14/02/2012
3379;PL 3627/2012;Inocêncio Oliveira - PR/PE;04/04/2012
3380;PL 5168/2016;Francisco Floriano - DEM/RJ;04/05/2016
3381;PL 204/2019;Roberto de Lucena - PODE/SP;04/02/2019
3382;PL 4089/2012;Carlos Souza - PSD/AM;19/06/2012
3383;PL 2506/2011;Erika Kokay - PT/DF;10/10/2011
3384;PL 3946/2012;"Jandira Feghali - PCdoB/RJ; José Linhares - PP/CE; Dr. Paulo César - PSD/RJ e outros";24/05/2012
3385;PL 117/2015;Juscelino Rezende Filho - PRP/MA;03/02/2015
3386;PL 492/2019;Heitor Freire - PSL/CE;05/02/2019
3387;PL 615/2019;Luiz Nishimori - PR/PR;12/02/2019
3388;PL 814/2011;Rubens Bueno - PPS/PR;23/03/2011
3389;PL 6846/2017;Zé Silva - SD/MG;08/02/2017
3390;PL 11225/2018;Carlos Henrique Gaguim - DEM/TO;19/12/2018
3391;PL 7745/2017;Danilo Cabral - PSB/PE;30/05/2017
3392;PL 4400/2012;Mandetta - DEM/MS;04/09/2012
3393;PL 7036/2017;Onyx Lorenzoni - DEM/RS;07/03/2017
3394;PL 727/2019;Daniel Silveira - PSL/RJ;13/02/2019
3395;PL 6245/2013;Poder Executivo;02/09/2013
3396;PL 6088/2016;Poder Executivo;06/09/2016
3397;PL 1227/2015;Iracema Portella - PP/PI;22/04/2015
3398;PL 1231/2015;Vicentinho Júnior - PSB/TO;22/04/2015
3399;"PL 6188/2016 =&gt; PL 4688/2009";Cabo Sabino - PR/CE;20/09/2016
3400;PL 1738/2011;Geraldo Resende - PMDB/MS;30/06/2011
3401;PL 3607/2015;Mário Heringer - PDT/MG;11/11/2015
3402;PL 208/2019;Roberto de Lucena - PODE/SP;04/02/2019
3403;PL 1133/2015;Alice Portugal - PCdoB/BA;14/04/2015
3404;PL 8767/2017;Mário Heringer - PDT/MG;04/10/2017
3405;PL 11230/2018;Nilson Leitão - PSDB/MT;19/12/2018
3406;PL 384/2011;Roberto de Lucena - PV/SP;10/02/2011
3407;PL 4804/2016;Luiz Lauro Filho - PSB/SP;22/03/2016
3408;PL 7845/2014;Danilo Cabral - PSB/PE;05/08/2014
3409;PL 8251/2014;Laercio Oliveira - SD/SE;11/12/2014
3410;PL 6177/2016;Carlos Zarattini - PT/SP;20/09/2016
3411;PL 6986/2017;Roberto de Lucena - PV/SP;21/02/2017
3412;PL 325/2015;Goulart - PSD/SP;11/02/2015
3413;PL 8175/2017;Valdir Colatto - PMDB/SC;07/08/2017
3414;PL 9038/2017;Pompeo de Mattos - PDT/RS;07/11/2017
3415;PL 8407/2017;Roberto de Lucena - PV/SP;30/08/2017
3416;PL 7818/2014;Geraldo Resende - PMDB/MS;16/07/2014
3417;PL 11213/2018;Erika Kokay - PT/DF;14/12/2018
3418;PL 5010/2013;Senado Federal - Kátia Abreu - PSD/TO;20/02/2013
3419;PL 871/2015;Iracema Portella - PP/PI;24/03/2015
3420;PL 58/2015;Pompeo de Mattos - PDT/RS;02/02/2015
3421;PLP 35/2011;Washington Reis - PMDB/RJ;06/04/2011
3422;PLP 92/2011;Paulo Foletto - PSB/ES;31/08/2011
3423;PLP 438/2017;José Nunes - PSD/BA;31/10/2017
3424;PL 1991/2011;Ricardo Izar - PV/SP;10/08/2011
3425;PL 1598/2011;Eros Biondini - PTB/MG;15/06/2011
3426;PL 9215/2017;Poder Executivo;29/11/2017
3427;PL 3626/2015;Tadeu Alencar - PSB/PE;12/11/2015
3428;PL 2034/2011;Carlos Sampaio - PSDB/SP;16/08/2011
3429;PLP 531/2018;Carlos Sampaio - PSDB/SP;17/07/2018
3430;PL 5613/2016;Celso Maldaner - PMDB/SC;16/06/2016
3431;PL 7064/2010;Arlindo Chinaglia - PT/SP;31/03/2010
3432;PL 7593/2010;Chico Alencar - PSOL/RJ;06/07/2010
3433;PL 7938/2014;Assis Melo - PCdoB/RS;02/09/2014
3434;PL 5087/2016;Rubens Pereira Júnior - PCdoB/MA;26/04/2016
3435;PL 2218/2015;"Marcos Abrão - PPS/GO;Rubens Bueno - PPS/PR";02/07/2015
3436;PL 4662/2016;Angela Albino - PCdoB/SC;08/03/2016
3437;PL 11130/2018;Cesar Souza - PSD/SC;05/12/2018
3438;PL 7652/2017;Fábio Faria - PSD/RN;16/05/2017
3439;PL 11201/2018;Antonio Brito - PSD/BA;12/12/2018
3440;PLP 105/2015;Roberto Sales - PRB/RJ;10/06/2015
3441;PL 2261/2015;Beto Mansur - PRB/SP;07/07/2015
3442;PL 8754/2017;Bruna Furlan - PSDB/SP;03/10/2017
3443;PL 2185/2015;Dulce Miranda - PMDB/TO;01/07/2015
3444;PL 8264/2014;Alceu Moreira - PMDB/RS;16/12/2014
3445;PL 5125/2016;Soraya Santos - PMDB/RJ;29/04/2016
3446;PL 3886/2015;Guilherme Mussi - PP/SP;09/12/2015
3447;PL 637/2015;Fausto Pinato - PRB/SP;10/03/2015
3448;PL 6800/2017;Cabo Sabino - PR/CE;02/02/2017
3449;PL 8741/2017;Luciano Ducci - PSB/PR;03/10/2017
3450;PL 7898/2017;Rômulo Gouveia - PSD/PB;20/06/2017
3451;PL 3428/2012;Erika Kokay - PT/DF;14/03/2012
3452;PL 2544/2011;Erika Kokay - PT/DF;19/10/2011
3453;PL 5120/2013;"Jean Wyllys - PSOL/RJ;Erika Kokay - PT/DF";12/03/2013
3454;PL 10951/2018;Clarissa Garotinho - PROS/RJ;07/11/2018
3455;PL 11046/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
3456;PL 11050/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
3457;PL 11049/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
3458;PL 11104/2018;Luiz Carlos Ramos - PR/RJ;04/12/2018
3459;PL 1613/2011;Danilo Forte - PMDB/CE;15/06/2011
3460;PL 671/2011;Weliton Prado - PT/MG;11/03/2011
3461;PL 7894/2010;Eduardo da Fonte - PP/PE;11/11/2010
3462;PL 2715/2011;Roberto de Lucena - PV/SP;16/11/2011
3463;PL 259/2011;Carlos Bezerra - PMDB/MT;08/02/2011
3464;PL 1207/2015;Carlos Bezerra - PMDB/MT;22/04/2015
3465;PL 6460/2013;Senado Federal - Comissão de Relações Exteriores e de Defesa Nacional~ç;01/10/2013
3466;PL 4977/2016;Alberto Fraga - DEM/DF;12/04/2016
3467;PL 10357/2018;Heuler Cruvinel - PP/GO;06/06/2018
3468;PL 11048/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
3469;PL 8964/2017;Valdir Colatto - PMDB/SC;26/10/2017
3470;PL 7334/2017;Vitor Valim - PMDB/CE;06/04/2017
3471;PL 7893/2017;Marco Maia - PT/RS;20/06/2017
3472;PL 5731/2016;Cabo Sabino - PR/CE;05/07/2016
3473;PL 1457/2015;Alceu Moreira - PMDB/RS;07/05/2015
3474;PL 8946/2017;Jorge Côrte Real - PTB/PE;25/10/2017
3475;PL 1360/2011;Rodrigo de Castro - PSDB/MG;17/05/2011
3476;PL 7906/2017;Francisco Floriano - DEM/RJ;20/06/2017
3477;PL 2631/2011;Dr. Ubiali - PSB/SP;01/11/2011
3478;PL 8057/2014;Gonzaga Patriota - PSB/PE;03/11/2014
3479;PL 6836/2017;Jorge Solla - PT/BA;07/02/2017
3480;PL 283/2011;Thiago Peixoto - PMDB/GO;08/02/2011
3481;PL 6011/2016;"Dr. Jorge Silva - PHS/ES;Sergio Vidigal - PDT/ES";22/08/2016
3482;PL 1633/2011;Felipe Bornier - PHS/RJ;21/06/2011
3483;PL 6799/2017;Cabo Sabino - PR/CE;02/02/2017
3484;PL 4676/2016;Bruno Covas - PSDB/SP;09/03/2016
3485;PL 6386/2016;Cabo Sabino - PR/CE;25/10/2016
3486;PL 11011/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
3487;PL 11013/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
3488;PL 8398/2017;Dagoberto Nogueira - PDT/MS;29/08/2017
3489;PL 6906/2010;Sueli Vidigal - PDT/ES;03/03/2010
3490;PL 11099/2018;Diego Garcia - PODE/PR;04/12/2018
3491;PL 5595/2013;Major Fábio - DEM/PB;16/05/2013
3492;PLP 411/2014;Pedro Paulo - PMDB/RJ;16/07/2014
3493;PL 8090/2014;SEGURIDADE SOCIAL E FAMÍLIA;12/11/2014
3494;PL 5402/2013;"Newton Lima - PT/SP;Dr. Rosinha - PT/PR";18/04/2013
3495;PL 3942/2012;"Jandira Feghali - PCdoB/RJ; José Linhares - PP/CE; Dr. Paulo César - PSD/RJ e outros";24/05/2012
3496;PL 7965/2010;Moreira Mendes - PPS/RO;30/11/2010
3497;PLP 540/2018;Delegado Waldir - PSL/GO;30/10/2018
3498;PL 3550/2015;Bacelar - PTN/BA;05/11/2015
3499;PL 1898/2011;Andreia Zito - PSDB/RJ;02/08/2011
3500;PL 10729/2018;Célio Silveira - PSDB/GO;13/08/2018
3501;PL 2492/2011;Manoel Junior - PMDB/PB;06/10/2011
3502;PLP 419/2017;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";12/09/2017
3503;PL 6344/2013;Paulo Abi-Ackel - PSDB/MG;12/09/2013
3504;PL 4609/2016;Nelson Marchezan Junior - PSDB/RS;02/03/2016
3505;PL 3763/2012;Jorge Tadeu Mudalen - DEM/SP;25/04/2012
3506;PL 2705/2011;Félix Mendonça Júnior - PDT/BA;16/11/2011
3507;PL 834/2015;Covatti Filho - PP/RS;19/03/2015
3508;PL 3786/2012;Henrique Fontana - PT/RS;27/04/2012
3509;PL 3322/2012;Enio Bacci - PDT/RS;01/03/2012
3510;PL 6772/2010;Francisco Rossi - PMDB/SP;08/02/2010
3511;PL 8505/2017;Jerônimo Goergen - PP/RS;05/09/2017
3512;PLP 159/2012;Leonardo Gadelha - PSC/PB;03/04/2012
3513;PL 9243/2017;Hildo Rocha - PMDB/MA;30/11/2017
3514;PLP 90/2015;Afonso Florence - PT/BA;21/05/2015
3515;PL 3604/2015;Elizeu Dionizio - PSDB/MS;11/11/2015
3516;PL 4306/2016;Ronaldo Nogueira - PTB/RS;03/02/2016
