;Proposições;Autor;Apresentaç
1543;PL 10802/2018;Irmão Lazaro - PSC/BA;04/09/2018
1544;PL 95/2015;Alceu Moreira - PMDB/RS;03/02/2015
1545;PL 10567/2018;João Campos - PRB/GO;11/07/2018
1546;PL 1428/2019;Daniel Silveira - PSL/RJ;13/03/2019
1547;PL 7351/2014;"Arnaldo Jordy - PPS/PA;Carmen Zanotto - PPS/SC";02/04/2014
1548;PL 11017/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
1549;PL 2439/2015;CPI - VIOLÊNCIA CONTRA JOVENS NEGROS E POBRES;16/07/2015
1550;PL 619/2011;Giovani Cherini - PDT/RS;01/03/2011
1551;PL 2689/2019;Mário Heringer - PDT/MG;08/05/2019
1552;PL 898/2015;Carlos Bezerra - PMDB/MT;25/03/2015
1553;PL 1085/2019;Vinicius Farah - MDB/RJ;25/02/2019
1554;PL 6157/2016;Beto Salame - PP/PA;14/09/2016
1555;PL 7762/2014;Senado Federal - Eduardo Amorim - PSC/SE;02/07/2014
1556;PL 11159/2018;Carlos Henrique Gaguim - DEM/TO;11/12/2018
1557;PL 7658/2017;Francisco Floriano - DEM/RJ;17/05/2017
1558;PLP 226/2012;Guilherme Mussi - PSD/SP;28/11/2012
1559;PL 4026/2015;Marcelo Belinati - PP/PR;15/12/2015
1560;PL 2997/2011;Aguinaldo Ribeiro - PP/PB;15/12/2011
1561;PL 6985/2017;Roberto de Lucena - PV/SP;21/02/2017
1562;PL 274/2019;Rubens Otoni;04/02/2019
1563;PL 4387/2016;Wilson Filho - PTB/PB;16/02/2016
1564;PL 815/2019;Sergio Vidigal - PDT/ES;14/02/2019
1565;PL 10897/2018;Heitor Schuch - PSB/RS;18/10/2018
1566;PL 8727/2017;Antonio Carlos Mendes Thame - PV/SP;28/09/2017
1567;PL 1223/2019;Francisco Jr. - PSD/GO;27/02/2019
1568;PL 1102/2019;Marcelo Moraes - PTB/RS;25/02/2019
1569;PL 3206/2012;Onofre Santo Agostini - PSD/SC;14/02/2012
1570;PL 4089/2012;Carlos Souza - PSD/AM;19/06/2012
1571;PL 117/2015;Juscelino Rezende Filho - PRP/MA;03/02/2015
1572;PL 492/2019;Heitor Freire - PSL/CE;05/02/2019
1573;PL 6846/2017;Zé Silva - SD/MG;08/02/2017
1574;PL 11225/2018;Carlos Henrique Gaguim - DEM/TO;19/12/2018
1575;PL 4400/2012;Mandetta - DEM/MS;04/09/2012
1576;PL 4350/2016;Atila A. Nunes - PSL/RJ;04/02/2016
1577;PL 727/2019;Daniel Silveira - PSL/RJ;13/02/2019
1578;PL 6245/2013;Poder Executivo;02/09/2013
1579;PL 11260/2018;Carlos Henrique Gaguim - DEM/TO;20/12/2018
1580;PL 6088/2016;Poder Executivo;06/09/2016
1581;PL 1384/2019;Celso Sabino - PSDB/PA;12/03/2019
1582;PL 3697/2012;Marco Tebaldi - PSDB/SC;17/04/2012
1583;PL 8767/2017;Mário Heringer - PDT/MG;04/10/2017
1584;PL 11230/2018;Nilson Leitão - PSDB/MT;19/12/2018
1585;PL 6177/2016;Carlos Zarattini - PT/SP;20/09/2016
1586;PL 380/2015;Fábio Mitidieri - PSD/SE;12/02/2015
1587;PL 6986/2017;Roberto de Lucena - PV/SP;21/02/2017
1588;PL 325/2015;Goulart - PSD/SP;11/02/2015
1589;PL 7720/2017;Laura Carneiro - PMDB/RJ;24/05/2017
1590;PL 7818/2014;Geraldo Resende - PMDB/MS;16/07/2014
1591;PL 3626/2015;Tadeu Alencar - PSB/PE;12/11/2015
1592;PL 2034/2011;Carlos Sampaio - PSDB/SP;16/08/2011
1593;PL 7174/2010;Arlindo Chinaglia - PT/SP;26/04/2010
1594;PL 7064/2010;Arlindo Chinaglia - PT/SP;31/03/2010
1595;PL 5087/2016;Rubens Pereira Júnior - PCdoB/MA;26/04/2016
1596;PL 2218/2015;"Marcos Abrão - PPS/GO;Rubens Bueno - PPS/PR";02/07/2015
1597;PL 4662/2016;Angela Albino - PCdoB/SC;08/03/2016
1598;PL 7652/2017;Fábio Faria - PSD/RN;16/05/2017
1599;PL 6607/2016;Fausto Pinato - PP/SP;01/12/2016
1600;PL 2657/2015;Senado Federal - Vital do Rêgo - PMDB/PB;18/08/2015
1601;PL 11177/2018;Reginaldo Lopes - PT/MG;11/12/2018
1602;PL 2261/2015;Beto Mansur - PRB/SP;07/07/2015
1603;PL 637/2015;Fausto Pinato - PRB/SP;10/03/2015
1604;PL 1557/2015;Ricardo Teobaldo - PTB/PE;14/05/2015
1605;PL 2524/2015;Altineu Côrtes - PR/RJ;05/08/2015
1606;PL 7898/2017;Rômulo Gouveia - PSD/PB;20/06/2017
1607;PL 3448/2015;Ronaldo Martins - PRB/CE;28/10/2015
1608;PL 3423/2012;Ricardo Izar - PSD/SP;13/03/2012
1609;PL 3428/2012;Erika Kokay - PT/DF;14/03/2012
1610;PL 5120/2013;"Jean Wyllys - PSOL/RJ;Erika Kokay - PT/DF";12/03/2013
1611;PL 11046/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
1612;PL 11049/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
1613;PL 1409/2011;Eliane Rolim - PT/RJ;24/05/2011
1614;PL 671/2011;Weliton Prado - PT/MG;11/03/2011
1615;PL 654/2011;Ricardo Izar - PV/SP;02/03/2011
1616;PL 2715/2011;Roberto de Lucena - PV/SP;16/11/2011
1617;PL 259/2011;Carlos Bezerra - PMDB/MT;08/02/2011
1618;PL 183/2015;Fausto Pinato - PRB/SP;04/02/2015
1619;PL 3077/2015;Senado Federal - Ana Amélia - PP/RS;23/09/2015
1620;PL 1360/2011;Rodrigo de Castro - PSDB/MG;17/05/2011
1621;PL 2631/2011;Dr. Ubiali - PSB/SP;01/11/2011
1622;PL 8057/2014;Gonzaga Patriota - PSB/PE;03/11/2014
1623;PL 6836/2017;Jorge Solla - PT/BA;07/02/2017
1624;PL 718/2015;Alberto Fraga - DEM/DF;12/03/2015
1625;PL 4725/2012;Eleuses Paiva - PSD/SP;14/11/2012
1626;PL 5418/2016;Geovania de Sá - PSDB/SC;31/05/2016
1627;PL 3787/2015;Carlos Henrique Gaguim - PMB/TO;01/12/2015
1628;PL 6799/2017;Cabo Sabino - PR/CE;02/02/2017
1629;PL 8484/2017;Victor Mendes - PSD/MA;05/09/2017
1630;PL 430/2011;Rebecca Garcia - PP/AM;16/02/2011
1631;PL 11011/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
1632;PL 11010/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
1633;PL 11013/2018;Carlos Henrique Gaguim - DEM/TO;21/11/2018
1634;PLP 411/2014;Pedro Paulo - PMDB/RJ;16/07/2014
1635;PL 8090/2014;SEGURIDADE SOCIAL E FAMÍLIA;12/11/2014
1636;PL 5402/2013;"Newton Lima - PT/SP;Dr. Rosinha - PT/PR";18/04/2013
1637;PL 7965/2010;Moreira Mendes - PPS/RO;30/11/2010
1638;PL 2492/2011;Manoel Junior - PMDB/PB;06/10/2011
1639;PLP 419/2017;"Julio Lopes - PP/RJ;Paulo Abi-Ackel - PSDB/MG";12/09/2017
1640;PL 6344/2013;Paulo Abi-Ackel - PSDB/MG;12/09/2013
1641;PL 7301/2017;Onyx Lorenzoni - DEM/RS;04/04/2017
1642;PL 6434/2016;Geraldo Resende - PSDB/MS;08/11/2016
1643;PL 4609/2016;Nelson Marchezan Junior - PSDB/RS;02/03/2016
1644;PL 2705/2011;Félix Mendonça Júnior - PDT/BA;16/11/2011
1645;PL 834/2015;Covatti Filho - PP/RS;19/03/2015
1646;PL 3786/2012;Henrique Fontana - PT/RS;27/04/2012
1647;PL 4684/2012;Audifax - PSB/ES;08/11/2012
1648;PL 8505/2017;Jerônimo Goergen - PP/RS;05/09/2017
1649;PL 5701/2016;Celso Russomanno - PRB/SP;29/06/2016
1650;PL 7982/2017;Pedro Cunha Lima - PSDB/PB;28/06/2017
1651;PLP 159/2012;Leonardo Gadelha - PSC/PB;03/04/2012
1652;PL 10971/2018;Soraya Santos - PR/RJ;08/11/2018
1653;PL 4306/2016;Ronaldo Nogueira - PTB/RS;03/02/2016
1654;PL 1395/2011;Eleuses Paiva - DEM/SP;18/05/2011
1655;PL 10975/2018;Dr. Sinval Malheiros - PODE/SP;13/11/2018
1656;PL 7295/2010;Luiz Couto - PT/PB;11/05/2010
1657;PL 4707/2012;Eduardo da Fonte - PP/PE;13/11/2012
1658;PL 2220/2015;Veneziano Vital do Rêgo - PMDB/PB;02/07/2015
1659;PL 6851/2013;Diego Andrade - PSD/MG;29/11/2013
1660;PL 9555/2018;Cabo Sabino - PR/CE;07/02/2018
1661;PL 301/2011;Marçal Filho - PMDB/MS;09/02/2011
1662;PL 3951/2015;Marcelo Belinati - PP/PR;10/12/2015
1663;PL 5612/2013;Davi Alves Silva Júnior - PR/MA;21/05/2013
1664;PL 7889/2017;Carlos Henrique Gaguim - PODE/TO;20/06/2017
1665;PL 6991/2013;Antonio Brito - PTB/BA;17/12/2013
1666;PL 5241/2016;Delegado Edson Moreira - PR/MG;11/05/2016
1667;PL 5684/2016;Max Filho - PSDB/ES;28/06/2016
1668;PL 4992/2016;"Laura Carneiro - PMDB/RJ;Carmen Zanotto - PPS/SC";12/04/2016
1669;PL 4317/2016;Luiz Lauro Filho - PSB/SP;03/02/2016
1670;PL 276/2015;Zé Geraldo - PT/PA;10/02/2015
1671;PL 6800/2013;Ricardo Izar - PSD/SP;21/11/2013
1672;PL 771/2011;"Rogério Carvalho - PT/SE; Jean Wyllys - PSOL/RJ; Romário - PSB/RJ";21/03/2011
1673;PL 3127/2015;Guilherme Mussi - PP/SP;24/09/2015
1674;PL 4309/2012;Senado Federal - Eduardo Amorim - PSC/SE;10/08/2012
1675;PL 3964/2012;Felipe Bornier - PSD/RJ;29/05/2012
1676;PL 1197/2011;Alfredo Sirkis - PV/RJ;28/04/2011
1677;PL 1430/2011;Stefano Aguiar - PSC/MG;24/05/2011
1678;PL 10684/2018;Nivaldo Albuquerque - PTB/AL;08/08/2018
1679;PL 4483/2012;Senado Federal - Vanessa Grazziotin - PCdoB/AM;27/09/2012
1680;PL 3514/2015;Senado Federal - José Sarney - PMDB/AP;04/11/2015
1681;PL 4437/2016;Átila A. Nunes - PMDB/RJ;18/02/2016
1682;PL 1310/2011;Paulo Teixeira - PT/SP;11/05/2011
1683;PL 2874/2011;Vinicius Gurgel - PR/AP;07/12/2011
1684;PL 4916/2016;Carlos Bezerra - PMDB/MT;05/04/2016
1685;PL 5535/2013;João Dado - PDT/SP;08/05/2013
1686;PL 6987/2017;Odorico Monteiro - PROS/CE;21/02/2017
1687;PL 8164/2017;Lobbe Neto - PSDB/SP;03/08/2017
1688;PL 1230/2015;Helder Salomão - PT/ES;22/04/2015
1689;PL 9917/2018;Rômulo Gouveia - PSD/PB;03/04/2018
1690;PL 2459/2011;Valdemar Costa Neto - PR/SP;04/10/2011
1691;PL 3569/2012;João Dado - PDT/SP;28/03/2012
1692;PL 5674/2013;Aureo - PRTB/RJ;29/05/2013
1693;PL 7264/2014;Senado Federal - Antonio Russo - PR/MS;19/03/2014
1694;PL 6756/2010;Senado Federal - Expedito Júnior - PSDB/RO;05/02/2010
1695;PL 6898/2017;Senado Federal - Ataídes Oliveira - PSDB/TO;14/02/2017
1696;PL 5000/2016;Senado Federal - Comissão de Direitos Humanos e Legislação Participativa;12/04/2016
1697;PL 1118/2011;Eduardo Barbosa - PSDB/MG;19/04/2011
1698;PL 10/2015;Lucas Vergilio - SD/GO;02/02/2015
1699;PL 1058/2015;Goulart - PSD/SP;08/04/2015
1700;PL 4852/2012;Eduardo da Fonte - PP/PE;12/12/2012
1701;PL 3420/2015;Pompeo de Mattos - PDT/RS;27/10/2015
1702;PL 2903/2015;Paulo Azi - DEM/BA;03/09/2015
1703;PL 6816/2013;Ronaldo Benedet - PMDB/SC;22/11/2013
1704;PL 6781/2016;Marcos Rogério - DEM/RO;20/12/2016
1705;PL 1163/2011;Erika Kokay - PT/DF;27/04/2011
1706;PL 3495/2012;Wandenkolk Gonçalves - PSDB/PA;21/03/2012
1707;PL 906/2015;Padre João - PT/MG;25/03/2015
1708;PL 6244/2013;Poder Executivo;02/09/2013
1709;PL 656/2015;Jorge Solla - PT/BA;10/03/2015
